StartDate,EndDate,Status,Progress,Finished,RecordedDate,ResponseId,ExpliSOI,Edad,Sexo,SexOrient,M200,M201,M203,M204,M205,M209,M210,M213,M214,M215,M216,M217,M218,M239,M240,M242,M246,M247,M248,M249,M251,M252,M253,M255,M256,M257,M258,M259,M260,M261,M200,M201,M203,M204,M205,M209,M210,M213,M214,M215,M216,M217,M218,M239,M240,M242,M246,M247,M248,M249,M251,M252,M253,M255,M256,M257,M258,M259,M260,M261,M200,M201,M203,M204,M205,M209,M210,M213,M214,M215,M216,M217,M218,M239,M240,M242,M246,M247,M248,M249,M251,M252,M253,M255,M256,M257,M258,M259,M260,M261,H200,H203,H204,H205,H206,H207,H208,H209,H210,H211,H212,H213,H214,H216,H217,H218,H219,H220,H223,H224,H240,H242,H244,H245,H246,H249,H250,H251,H253,H254,H200,H203,H204,H205,H206,H207,H208,H209,H210,H211,H12,H213,H214,H216,H217,H218,H219,H220,H223,H224,H240,H242,H244,H245,H246,H249,H250,H251,H253,H254,H200,H203,H204,H205,H206,H207,H208,H209,H210,H211,H212,H213,H214,H216,H217,H218,H219,H220,H223,H224,H240,H242,H244,H245,H246,H249,H250,H251,H253,H254
6/16/22 9:28,6/17/22 10:50,0,100,1,6/17/22 10:50,R_baBl2m2n197CvBL,2,25,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,2","7,1","6,2","3,5","3,6","4,1","3,8","4,3","3,7",6,6,"3,2",3,"3,2","3,2","1,9","2,8",3,"2,3","2,9","3,3",6,"1,3","3,4","4,1","3,8","3,5",4,3,"4,2",5,"2,8",,"7,6",6,"4,2",8,"6,9","3,6","3,3","3,8","3,7","7,6","7,6","3,4","7,1","3,5","3,4",3,"3,9","6,3",4,"3,8",3,"6,3","3,4","3,1","5,7",6,"3,3","5,7","6,2",,"5,8",6,4,"6,1","6,5","4,4","4,2","6,3","4,1","7,4","6,4","6,4","6,7",4,"4,3","3,8","6,5","4,1",4,"6,8","6,1","3,6","3,8","5,1","3,8",5,"4,3"
6/18/22 20:06,6/18/22 20:27,0,100,1,6/18/22 20:27,R_1flbKOccQVCBfgs,2,21,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,2",4,"3,1","2,8","5,3","5,3",6,"5,9","6,4","6,1","5,3","4,1",8,"3,2","6,3",3,"2,3","6,8","6,3",6,4,"6,9","2,8","6,1",4,"3,3","4,3","7,1","5,4","3,2","5,2",4,"6,9",7,"6,5","4,9",7,7,"4,1","3,3","8,2",7,7,"6,6","3,1",7,6,"4,3","3,1","2,9","4,3","6,4","6,4",5,"4,8","6,1","3,1",6,"6,6","3,8","5,3","3,7","5,9",5,"6,2","3,9","7,5","6,2","6,3","6,2","5,5","7,5","5,3","5,6","6,5","6,4","3,1",6,"7,5","2,4","6,1","6,1","5,1","6,9","4,2","3,2","6,9","8,2","5,8","6,8"
6/21/22 16:04,6/21/22 16:18,0,100,1,6/21/22 16:18,R_2QiyLFVGaO3Ly9d,2,22,1,1,"5,3","5,3","5,2","4,3","4,7","5,4","3,7","4,3","4,5","5,4","4,2",5,4,"4,6","5,8","4,5",6,"5,5","4,2","4,8","5,4","5,3","4,3","6,3",6,"5,6",5,"5,1","6,2",5,"2,4",0,"2,1","2,8",0,"3,7","3,6","6,5","4,5","3,3","3,7","2,1",6,"2,3","3,5",6,"3,2","2,6","2,3","4,3",2,"4,7","2,4","1,7","7,5","2,2","1,8","4,2","6,4",0,"4,2","1,3",1,"1,9","3,2","2,3","1,4","6,5","6,2","7,3","0,8",2,"2,8","2,8",0,"2,2","2,1","1,3","2,2","6,5","3,7","5,2","3,5",4,"6,2",3,"3,2","4,8","5,8","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22 16:14,6/21/22 16:20,0,100,1,6/21/22 16:20,R_2wMLoM60GkA8jfw,2,23,1,1,"5,9",5,"6,7",7,"6,1","6,3","6,2","7,3","3,7","5,9","6,2",5,9,"3,8","2,6","3,9",5,"6,1",5,5,"5,8","8,1","6,5","6,4","7,2","6,8","8,2","8,1","7,5",5,6,"5,1","3,5","3,5",6,"1,3","3,1","7,7","9,3","4,3","6,4","3,5","7,4","2,1","3,6","1,2","3,6","8,8","2,5",7,3,"7,9","7,9","2,3","3,3","6,7","6,8","5,5","5,9","3,3","5,3",5,6,"3,4","6,1","2,3","5,3","7,3","7,5",4,"5,9","3,7","7,3",3,"1,8","0,5","3,6","8,7","3,7","7,4","3,2","6,8","5,6","5,5","3,5","3,7","3,7","6,2","6,8","3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22 16:05,6/21/22 16:05,0,100,1,6/21/22 16:20,R_3QGi3kPi5qgUwCX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22 16:13,6/21/22 16:20,0,100,1,6/21/22 16:20,R_37Vw4ljJoTKVa6J,2,28,1,1,"3,4","7,8","7,3","9,1",7,"4,3","2,7","3,6","8,2","7,2",8,8,6,8,"8,1","3,1",8,3,"6,6","7,3","3,6",5,"7,4","2,7","7,4",,"6,7","8,1","7,9","7,2","6,1",4,"4,3","8,1","9,9","9,9","3,3","3,1","9,9",10,10,10,"2,7",10,10,10,10,2,10,"9,1",10,"7,5","7,2","1,7","3,2","1,4","3,1","3,1","7,9","7,3","9,6","9,9","8,7","9,1","9,3","9,3","9,6","9,3","9,7","9,2","9,5","9,2","9,6","9,6","9,6","9,4","9,6","9,8","9,2","9,5","9,7","9,5","9,3","9,4","9,5","9,5","9,8","9,5","9,3",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22 16:04,6/21/22 16:24,0,100,1,6/21/22 16:24,R_2UVMbE58slUtAxt,2,23,1,1,6,"7,3",10,"8,4",,"3,4","2,9","2,8","6,1","6,1","1,1",7,5,2,2,"5,3",3,"7,3","1,9",8,"4,6","4,9","3,8","2,1",7,"1,8",6,"7,1","5,4",2,"8,1","3,9",4,"1,8","2,9",2,"7,2","7,1",8,"2,9",3,2,"2,2","1,9","0,7","1,9","3,1","6,4","2,1","7,2","4,5",7,4,"2,9","6,1","6,1","8,2","6,1",8,"3,1","9,1","9,1","5,4","2,9","2,4",3,"3,1",7,"8,3","2,3","1,1","2,2","2,2",1,"2,8","3,2","7,2","7,1","3,7","7,2","4,2","6,9","6,1","6,3","3,7","3,4","7,1","6,5","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22 16:37,6/21/22 16:38,0,100,1,6/21/22 16:38,R_71HkhWcYBOMWwAp,2,22,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22 16:42,6/21/22 16:43,0,100,1,6/21/22 16:43,R_1rBSpveRCK3dgcg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22 18:21,6/21/22 18:22,0,100,1,6/21/22 18:22,R_1nVXBX3Ts0NhDke,2,22,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22 18:39,6/21/22 18:47,0,100,1,6/21/22 18:47,R_1KkTzMYiAlrROu5,2,23,1,1,"8,3","8,2","3,7","6,3","6,8","8,9","2,3","6,1","8,2","3,1","2,1",4,9,"0,3","3,8","2,8","8,3","6,6","3,1",8,3,"6,6","3,9","3,2","3,8","4,1","2,9","5,2","2,5","8,2",10,"6,8","3,7","6,1","3,4","3,2","3,1","7,2","7,2",7,"3,6",3,7,3,"7,1","3,3",3,"8,1","2,2","3,2","3,2","3,1",3,3,"7,7","2,9","7,3","6,6","6,3","2,4","6,8","3,6","3,1","3,5","3,4",3,"7,5","7,1","8,5","2,5","8,1","2,3","2,9",3,"2,3","2,4",8,"8,9","2,5","2,5","2,9","8,8","2,2","8,5","6,4","6,9","2,6","7,3",8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22 19:46,6/21/22 19:56,0,100,1,6/21/22 19:56,R_1cYevTUGs4qGt6A,2,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0,9",0,"0,6",0,"1,4","1,2",0,"0,3","0,7","0,8",1,"1,3",0,1,"1,1","0,9",1,"1,7","0,7","0,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,5","0,9",0,"0,8","0,7","0,7","0,3","0,5","0,5","0,4","0,2","0,2",0,"0,5","0,3","0,2","0,3","0,2","0,3","0,3","0,2","0,3","0,2","0,3","0,2","0,2","0,2","0,2","0,4","0,4"
6/21/22 20:31,6/21/22 20:40,0,100,1,6/21/22 20:40,R_29hJ48nHpNgEtID,2,35,1,1,"1,6","2,6","0,6","0,7","1,4","1,7","1,6","2,6",2,"0,9","6,5",8,0,"7,4","1,6","0,4","8,4",1,"2,4","6,7","8,2","1,4","1,4","1,9","1,6","0,8","1,1","1,4","1,5","2,3",8,"7,3","2,7","2,3","9,3","1,6","2,5","8,4","5,3","5,3",3,"7,8","2,6","8,1","1,3","1,2","1,7","8,1","1,8","5,6","6,5","6,7","3,8","5,3","7,9","8,4","3,3",3,"0,8","9,2","3,2",4,"1,4",8,"1,4","2,4","2,4","8,6","7,5","1,8","3,9","8,7","2,6","9,3","1,5","2,7","2,6","7,8","1,9","8,8","2,3","8,6","2,4","2,5","8,1","7,8","2,1","2,7","2,9","2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/22 6:35,6/22/22 6:46,0,100,1,6/22/22 6:46,R_STqzBWi1Eikrte1,2,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,10,9,2,10,7,"5,9","6,8","3,9","8,9","6,3","7,4","9,4","2,3","2,6",10,"6,4","7,1","8,5","7,6","6,3",9,"2,6","2,7","7,2","9,3",1,"8,8","1,5",10,"3,3","9,5",10,"3,6","7,6","3,5",10,"6,1","8,6",3,"3,1","2,4","7,7","7,2",10,"2,1","7,7","9,3","6,4",3,10,"6,7","8,5","7,3","8,9",10,"7,3","9,1","7,1",10,"7,1","2,9",10,"4,1","3,5","9,2","2,5","9,4","2,2","3,2","9,3","2,2","7,7","8,2",10,"3,1","9,5",8,"6,2","3,3","8,3","6,4","7,1","8,4","7,6",10,"7,7","6,6","3,3"
6/15/22 9:47,6/15/22 9:47,0,1,0,6/22/22 9:47,R_3rOgS4E0jXYJC1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 9:52,6/15/22 9:59,0,3,0,6/22/22 9:59,R_2zvTluZ9MSDGBDM,2,21,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 9:47,6/15/22 10:00,0,99,0,6/22/22 10:01,R_2cbUcxR2qHmGQ7P,2,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,9","2,1",3,"3,2","5,2","1,9","2,5","2,1",2,2,"6,1","2,1","5,1",4,"4,1","0,3","0,7","6,2",2,"3,1",2,"2,1","0,8","1,3",2,"2,5","2,9","3,1","2,1","2,3",1,2,5,5,6,5,"6,2","3,9","1,9","2,8","8,2","2,9","4,7","3,9","2,6",7,"3,9",4,"2,1","2,3","1,8",2,"3,7","3,1","1,7",2,4,"0,9","0,8",3,"2,1","2,4","5,2","6,7",6,"5,7","5,9","7,2","5,2","2,1","6,1","2,4","4,1","5,8",3,"6,9","2,1","3,7","1,4","2,5","2,2","5,2","5,2","1,6","1,7","1,4","4,1","2,5",2,"1,9"
6/15/22 9:58,6/15/22 10:17,0,99,0,6/22/22 10:17,R_1OYPBleY4yyqSCY,2,24,1,1,"1,8",0,2,"7,9","2,9","7,1","2,2","7,1",8,7,3,2,2,"7,3",7,6,"2,8","7,3","7,3","1,3",7,"7,1","1,8","0,2","0,8",2,2,3,"7,1","2,8",7,3,6,2,0,"8,4",2,7,8,2,1,3,"7,1",3,6,3,7,"8,1",1,6,"3,9",6,3,"3,1",6,2,2,"1,9","6,1",3,"7,6",7,3,"6,2",0,"6,4","0,8","6,4","7,2","1,3",2,"7,3","7,3",2,"2,1","2,5","2,3","7,5","2,1","6,7","6,8","6,3","6,7","2,5","7,6","6,2","6,3","2,8","2,7","2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 10:22,6/15/22 10:23,0,4,0,6/22/22 10:23,R_3kvTEq8ZMGk48EN,2,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 10:20,6/15/22 10:25,0,20,0,6/22/22 10:25,R_2VI1fBZiMGbECKG,2,25,1,1,"3,5","6,7","6,8","6,7","2,3",3,"6,3",7,"7,8","6,9","7,9",3,1,"8,2","0,8",5,"7,1",8,5,7,"2,9","7,7","7,3",6,"7,3","2,5","6,8","3,3","3,4","4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 10:16,6/15/22 10:27,0,36,0,6/22/22 10:27,R_1PYG5mNODYfOjCn,2,24,1,1,"2,2","1,2","7,4","0,7","1,2",7,"7,2","7,9","6,5","8,2","2,1",6,4,"7,4","1,3","2,7",8,"2,4","3,2","6,5","2,7","4,9",7,"6,8","2,5","0,5","8,2","6,2","1,6","7,9",6,5,7,"1,3",6,"8,1",6,1,"0,7","8,1","8,5","1,3","1,4","1,5","2,3","3,3","3,6","2,5","7,2","7,3","1,7","1,2",2,"1,8","2,5","2,7","2,7","7,7","2,6",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 10:53,6/15/22 11:04,0,36,0,6/22/22 11:08,R_cHIEqgRX9FfC5NL,2,22,1,1,"3,3","7,2","7,3","3,4","3,6",5,"2,2",5,10,"6,8",2,7,5,"4,4","7,5",7,5,"8,6","7,4",5,"2,7","2,7","1,6",5,5,"3,3","2,3","7,3",9,"6,2",3,2,3,2,0,"5,1",7,7,8,8,3,2,4,8,3,7,"1,5",7,7,7,3,8,3,7,2,9,8,7,"7,9",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 11:52,6/15/22 11:55,0,20,0,6/22/22 11:55,R_2sU9cSWPjKjO39M,2,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,4",7,"2,5",2,10,10,10,10,"7,2",10,10,"8,1",10,"2,4","1,3","1,6","1,5","1,9",10,"2,4",10,"8,4","1,8",10,"2,8",10,"7,1",10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 12:13,6/15/22 12:15,0,4,0,6/22/22 12:15,R_0og07A2EWjFiukh,2,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 12:19,6/15/22 12:23,0,4,0,6/22/22 12:24,R_1PZcRKHvi46rvWQ,2,19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 12:50,6/15/22 12:51,0,4,0,6/22/22 12:51,R_2v02NzDvuJNDKMY,2,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 11:38,6/15/22 13:11,0,99,0,6/22/22 13:12,R_1rdXEpmHOZyr2FS,2,21,1,1,"3,4","6,4","4,2","6,3","6,2",6,"3,1","5,6","6,6","5,7",3,4,6,"6,9","8,3","3,9","6,2","6,3",4,"6,2","6,1","6,4",6,"6,5","6,4","4,3",6,7,"5,8","4,4","6,5","5,7","5,7","4,4","5,1","4,7","5,4","4,9","6,2","6,3","4,1","5,6","3,9","4,2","5,2","3,6","4,1","5,7","4,2","5,2","4,4","5,5",4,4,6,"3,2",4,"5,9","3,9","5,2","6,2","7,1","6,1","3,9","6,9","3,7","3,3","6,6","6,4","8,4","7,6",3,"4,6","7,1","4,2",6,"4,1","7,4","3,3","5,7","5,8","4,2",6,"5,7","4,3","4,6",6,"3,6","7,6",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 13:29,6/15/22 13:36,0,36,0,6/22/22 13:36,R_3iyXHHigOYNeUI7,2,22,1,1,"0,9","2,8",7,"3,4","7,6","2,1","2,1","8,1",3,8,8,,0,1,5,"7,5",1,"2,8","1,9","1,5","7,9","1,9","3,1","2,1",6,2,"2,7","8,3","6,6","1,4","7,7",7,1,"1,1","1,1","8,3",2,"7,8",9,"0,7","9,6","1,5",1,"1,2","0,8","8,7","8,3","8,5",0,"9,8","0,2","8,2","8,6","0,6","8,9",0,"8,9","8,6",9,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 13:53,6/15/22 13:54,0,52,0,6/22/22 13:54,R_3FJdt6ZBHQLkwNA,2,19,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 14:07,6/15/22 14:09,0,2,0,6/22/22 14:09,R_2qmDIT3mWWSTbG0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 14:12,6/15/22 14:16,0,20,0,6/22/22 14:16,R_2sTS1kTsxmYSMEe,2,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,5","3,5","2,5",3,0,"5,6",2,"2,5",4,2,"1,5","2,5",0,6,"2,2","4,4","3,8","3,8","3,4",6,"3,6","3,9","3,6","3,4","4,3","3,1","4,3","3,9","3,9","2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 15:33,6/15/22 15:34,0,52,0,6/22/22 15:34,R_3fOg7cZO1Ko2ql3,2,25,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 10:31,6/15/22 15:35,0,4,0,6/22/22 15:35,R_WfbuAaLezEh19rb,2,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 15:42,6/15/22 15:44,0,68,0,6/22/22 15:45,R_1LeDRg2C2YGjnKr,2,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"6,3","3,6","9,5",3,3,"2,1","3,1","7,3","2,6","2,7","2,3","3,1","3,7","3,2","3,6","3,2","1,7","3,7","7,5","8,3","7,4","3,4",3,"3,2","3,5","3,2","3,4","3,6","3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 15:35,6/15/22 15:48,0,84,0,6/22/22 15:48,R_vfaFKDFwLMLtWAp,2,19,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,5","6,5","6,5",10,"5,9","7,7","7,4","7,9","6,6","3,7","9,5","3,2","3,5","6,7","3,6","4,4","4,3","4,2","6,9",4,"6,5","4,4","6,9","3,8","6,5","4,3","3,7",9,"9,5","4,2","3,6","6,8","3,6","3,1","3,1","7,1","2,7","3,3","3,1","3,2","7,7",10,"3,2","3,4",10,"3,5","6,6","7,6","2,3","7,7","9,5","9,3","9,9","7,7",8,"9,9",10,"9,5","8,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 16:31,6/15/22 16:45,0,99,0,6/22/22 16:45,R_AoAYCpGunQIjJ9T,2,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,1","7,6","7,2","3,5",0,"6,9","8,2","6,7","7,2","7,2","6,4","7,2","8,2",0,"3,1","6,9",0,3,0,"6,6","6,8","6,8",0,"7,5","6,9","7,4","7,4","7,8","7,2","7,3","2,1","0,8","2,5","4,7",0,"0,3","0,5","7,1","5,7","2,1","1,9","1,8","6,6",0,0,"6,9","2,6","2,9","3,2","1,8","1,7","3,8","3,6","1,9","2,4","2,2","3,5","0,1","6,2","0,4","6,8","2,1","3,2","6,6","3,6",0,"3,2",3,"2,9","2,7","3,7","3,2","6,8","3,1","3,5","6,7","2,6","6,7","6,9","7,5","3,2","2,5","7,6","2,7","7,9","3,1","7,5",8,"2,9","2,3"
6/15/22 13:15,6/15/22 16:54,0,36,0,6/22/22 16:54,R_3KxYnYFApDtu4OT,2,21,1,1,"3,4","5,9","1,9","6,2","5,2","3,3","4,1","7,4",2,"5,9","7,7",6,7,8,"2,9","7,3","3,2","4,5","8,7","6,7","6,2","3,9","5,7","1,4","7,8","7,3","6,2","6,2","6,6","1,9",4,6,3,"7,1","6,1","8,3",6,"6,8","4,8","2,7","3,1","7,1",4,6,"9,3","2,9","3,6",7,"6,3","3,7","6,7","7,3","6,2","3,3","2,5","6,3","3,8","7,5","3,8","6,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
